index,series_name,network,season,title,imdb,engagement,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country/state,suspects_amount,non-suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby-dum,scrappy-doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
12,"Scooby Doo, Where Are You!",CBS,1,"Scooby-Doo and a Mummy, Too",8.2,358.0,1969-11-29,21,TV Series,Mummy of Ankha,Male,Undead,Mummy,Human,False,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,,Urban,United States,1,False,True,Dr. Najib,Male,1,Theft,,,False,1 box,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
14,"Scooby Doo, Where Are You!",CBS,1,Go Away Ghost Ship,8.1,331.0,1969-12-13,22,TV Series,Ghost of Redbeard,Male,Ghost,Pirate,Human,False,1,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,Ocean,United States,2,False,True,Mr. Magnus,Male,1,Theft,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
15,"Scooby Doo, Where Are You!",CBS,1,Spooky Space Kook,8.4,372.0,1969-12-20,21,TV Series,Spooky Space Kook,Male,Extraterrestrial,Phantom,Alien,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,United States,1,True,True,Henry Bascombe,Male,1,Competition,,,False,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
17,"Scooby Doo, Where Are You!",CBS,1,That's Snow Ghost,8.0,328.0,1970-01-17,21,TV Series,Snow Ghost,Male,Ghost,Snow,Yeti,False,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Snow,United States,3,False,True,Mr. Greenway,Male,1,Theft,,,False,a couple,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
18,"Scooby Doo, Where Are You!",CBS,2,Nowhere to Hyde,8.3,322.0,1970-09-12,21,TV Series,Ghost of Mr. Hyde,Male,Ghost,Split-Personality,Human,False,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Forest,United States,2,False,True,Dr. Jekyll,Male,1,Theft,,,False,1 box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
20,"Scooby Doo, Where Are You!",CBS,2,Scooby's Night with a Frozen Fright,7.7,301.0,1970-09-26,21,TV Series,Caveman,Male,Ancient,Caveman,Human,False,1,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Urban,United States,2,False,True,Prof. Wayne,Male,1,Theft,those meddling kids,,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
21,"Scooby Doo, Where Are You!",CBS,2,"Jeepers, It's the Creeper",8.5,347.0,1970-10-03,21,TV Series,Creeper,Male,Ghost,Phantom,Human,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Rural,United States,2,False,True,Mr. Carswell,Male,1,Theft,,,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
22,"Scooby Doo, Where Are You!",CBS,2,Haunted House Hang-Up,8.4,303.0,1970-10-10,21,TV Series,Headless Specter,Male,Ghost,Headless,Human,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rural,United States,1,True,False,Penrod Stillwall,Male,1,Treasure,you snoopers,,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
24,"Scooby Doo, Where Are You!",CBS,2,Who's Afraid of the Big Bad Werewolf?,8.2,292.0,1970-10-24,21,TV Series,Werewolf,Male,Animal,Werewolf,Human,False,1,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rural,United States,0,True,True,Sheep Rustler,Male,1,Smuggling,,,False,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
25,"Scooby Doo, Where Are You!",CBS,2,Don't Fool with a Phantom,7.9,282.0,1970-10-31,21,TV Series,Wax Phantom,Male,Ghost,Statue,Human,False,1,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Urban,United States,3,False,True,Mr. Rodger Stevens,Male,1,Theft,,,False,1 box,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
29,The New Scooby-Doo Movies,CBS,1,The Frickert Fracas,7.9,116.0,1972-09-30,43,TV Series,Scarecrow,Male,Possessed Object,Scarecrow,Human,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,United States,4,False,True,Simon Shakey,Male,1,Treasure,,,True,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
35,The New Scooby-Doo Movies,CBS,1,The Ghost of Bigfoot,8.3,118.0,1972-11-11,43,TV Series,The Ghost of Bigfoot,Male,Ghost,Half-Human,Big Foot,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Snow,Vermont,4,False,True,Jonathan Crabtree,Male,1,Theft,,,True,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
36,The New Scooby-Doo Movies,CBS,1,The Ghost of the Red Baron,7.6,86.0,1972-11-18,43,TV Series,Ghost of the Red Baron,Male,Ghost,Pilot,Human,False,1,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,United States,3,False,True,Mr. Siegfried,Male,1,Competition,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
44,The New Scooby-Doo Movies,CBS,2,Mystery in Persia,7.5,82.0,1973-09-22,43,TV Series,Jadal,Male,Mythical,Phantom,Genie,True,1,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,Desert,Iran,3,False,True,Abdullah,Male,1,Competition,,,False,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
49,The New Scooby-Doo Movies,CBS,2,The Haunted Carnival,7.6,92.0,1973-10-27,43,TV Series,Ghostly Strongman,Male,Ghost,Phantom,Human,False,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,United States,0,False,True,Masked Marvel,Male,1,Competition,,,False,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
51,"Dynomutt, Dogwonder",ABC,Crossover,Everyone Hyde!,7.2,12.0,1976-09-11,22,Crossover,"Mr. Hyde,Snitch","Male,Male","Disguised,Animal","Split-Personality,Split-Personality","Human,Hound",True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Urban,United States,2,False,True,Willie the Weasel,Male,1,Theft,,,False,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,True,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
54,The Scooby-Doo Show,ABC,1,The Gruesome Game of the Gator Ghoul,7.5,95.0,1976-09-25,24,TV Series,Ghost of Gator Ghoul,Male,Ghost,Amphibian,Alligator,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Swamp,Georgia,4,False,True,Alice Dovely,Female,1,Competition,,,False,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
56,The Scooby-Doo Show,ABC,1,The Headless Horseman of Halloween,8.0,127.0,1976-10-09,24,TV Series,Headless Horseman,Male,Ghost,Headless,Human,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Rural,United States,4,False,True,Elwood Crane,Male,1,Theft,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,False,True,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
58,The Scooby-Doo Show,ABC,1,The Harum-Scarum Sanitarium,8.2,99.0,1976-10-23,24,TV Series,Ghost of Dr. Coffin,Male,Ghost,Phantom,Human,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Forest,Canada,2,False,True,Officer Oldfield,Male,1,Smuggling,,,False,0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
64,The Scooby-Doo Show,ABC,1,There's a Demon Shark in the Foggy Dark,7.2,80.0,1976-11-25,24,TV Series,Demon Shark,Male,Mythical,Demon,Shark,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Urban,United States,4,False,True,Mr. Wells,Male,1,Smuggling,,,False,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
66,The Scooby-Doo Show,ABC,1,The Ghost That Sacked the Quarterback,6.8,75.0,1976-12-04,24,TV Series,Rambling Ghost,Male,Ghost,Athlete,Human,False,1,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Urban,United States,6,False,True,Buck Bender,Male,1,Competition,nosy kids,dog,False,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
70,Laff-a-Lympics,ABC,1,The Swiss Alps,6.9,25.0,1977-09-10,12,TV Series (segmented),,,,,,,0,,,,,False,,,,,False,,,,,False,,,,,False,False,False,False,,Mountain,Switzerland,0,,,,,0,,,,False,0,,,,,,,,,,,4.0,False,False,False,False,True,,,,,Don Messick
71,Laff-a-Lympics,ABC,1,"Tokyo, Japan",6.9,25.0,1977-09-10,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,Japan,0,,,,,0,,,,False,0,,,,,,,,1.0,0.0,0.0,2.0,False,True,False,False,True,,,,Casey Kasem,Don Messick
72,The Scooby-Doo Show,ABC,2,Vampire Bats and Scaredy Cats,8.2,104.0,1977-09-17,24,TV Series,Gramps the Vamp,Male,Undead,Vampire,Human,False,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Island,United States,5,False,True,Leon Vanaugh,Male,1,Competition,,,False,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,False,True,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
73,Laff-a-Lympics,ABC,1,Acapulco,6.3,23.0,1977-09-17,12,TV Series (segmented),,,,,,,0,,,,,False,,,,,False,,,,,False,,,,,False,False,False,False,,Coast,Mexico,0,,,,,0,,,,False,0,,,,,,,,,,,0.0,False,True,False,False,True,,,,,Don Messick
74,Laff-a-Lympics,ABC,1,England,6.3,23.0,1977-09-17,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,England,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,1.0,0.0,False,False,False,False,True,,,,Casey Kasem,Don Messick
75,The Scooby-Doo Show,ABC,2,"Hang in There, Scooby-Doo",7.4,76.0,1977-09-24,24,TV Series,Pterodactyl Ghost,Male,Ghost,Pterodactyl,Dinosaur,False,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Mountain,United States,2,False,True,Mr Bohannon,Male,1,Theft,,,False,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
76,Laff-a-Lympics,ABC,1,Florida,7.1,22.0,1977-09-24,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Swamp,Florida,0,,,,,0,,,,False,0,,,,,,,,,,,,False,True,False,False,True,,,,,
77,Laff-a-Lympics,ABC,1,China,7.1,22.0,1977-09-24,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,True,False,False,False,False,,Urban,Hong Kong,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,False,False,True,,,,Casey Kasem,Don Messick
78,The Scooby-Doo Show,ABC,2,The Chiller Diller Movie Thriller,7.9,77.0,1977-10-01,24,TV Series,Phantom of Milo Booth,Male,Ghost,Phantom,Human,False,1,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Rural,United States,6,False,True,Jim Moss,Male,1,Competition,,,False,0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,False,True,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
79,Laff-a-Lympics,ABC,1,The Sahara Desert,7.2,21.0,1977-10-01,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Desert,Africa,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
80,Laff-a-Lympics,ABC,1,Scotland,7.2,21.0,1977-10-01,12,TV Series (segmented),Lochness Monster,Female,Animal,Lochness Monster,Lochness Monster,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Scotland,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,True,False,False,False,,,,Casey Kasem,Don Messick
81,The Scooby-Doo Show,ABC,2,The Spooky Case of the Grand Prix Race,7.4,75.0,1977-10-08,24,TV Series,Phantom Racer,Male,Ghost,Phantom,Human,False,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,Desert,United States,4,False,True,Ken Rodgers,Male,1,Theft,,,False,0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
82,Laff-a-Lympics,ABC,1,France,6.8,19.0,1977-10-08,11,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Rural,France,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
83,Laff-a-Lympics,ABC,1,Australia,6.8,19.0,1977-10-08,11,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Rural,Australia,0,,,,,0,,,,False,0,,,,,,,,,,,,False,True,False,False,True,,,,,
85,Laff-a-Lympics,ABC,1,"Athens, Greece",6.8,19.0,1977-10-15,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Greece,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,,,,Casey Kasem,Don Messick
86,Laff-a-Lympics,ABC,1,The Ozarks,6.8,19.0,1977-10-15,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Rural,Missouri,0,,,,,0,,,,False,0,,,,,,,,,,,,False,True,False,False,True,,,,,
88,Laff-a-Lympics,ABC,1,Italy,6.6,18.0,1977-10-22,12,TV Series (segmented),,,,,,,0,,,,False,,,,,False,,,,,False,,,,,False,,False,False,False,,Urban,Italy,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,1.0,,False,False,False,False,True,,,,Casey Kasem,
89,Laff-a-Lympics,ABC,1,"Kitty Hawk, North Carolina",6.6,18.0,1977-10-22,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Rural,North Carolina,0,,,,,0,,,,False,0,,,,,,,,,,,,False,True,False,False,True,,,,,
91,Laff-a-Lympics,ABC,1,Egypt,6.4,18.0,1977-10-29,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Desert,Egypt,0,,,,,0,,,,False,0,,,,,,,,,,,,False,True,False,False,False,,,,,
92,Laff-a-Lympics,ABC,1,Sherwood Forest,6.4,18.0,1977-10-29,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Forest,England,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,True,,,,Casey Kasem,Don Messick
93,Laff-a-Lympics,ABC,1,Spain,6.0,22.0,1977-11-05,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Urban,Spain,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
95,Laff-a-Lympics,ABC,1,India,6.7,23.0,1977-11-12,12,TV Series (segmented),,,,,,,0,,,,False,,,,,False,,,,,False,,,,,False,,False,False,False,,Jungle,India,0,,,,,0,,,,False,0,,,,,,,,1.0,0.0,1.0,,False,False,False,False,False,,,,Casey Kasem,
96,Laff-a-Lympics,ABC,1,Israel,6.7,23.0,1977-11-12,12,TV Series (segmented),,,,,,,0,,,,,False,,,,,False,,,,,False,,,,,False,False,False,False,,Desert,Israel,0,,,,,0,,,,False,0,,,,,,,,,,,1.0,False,False,False,False,False,,,,,Don Messick
97,Laff-a-Lympics,ABC,1,Africa,6.4,20.0,1977-11-19,12,TV Series (segmented),,,,,,,0,,,,,False,,,,,False,,,,,False,,,,,False,False,False,False,,Jungle,Africa,0,,,,,0,,,,False,0,,,,,,,,,,,1.0,False,True,False,False,False,,,,,Don Messick
98,Laff-a-Lympics,ABC,1,San Francisco,6.4,20.0,1977-11-19,12,TV Series (segmented),,,,,,,0,,,,False,,,,,False,,,,,False,,,,,False,,False,False,False,,Urban,California,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,,False,False,False,False,False,,,,Casey Kasem,
99,Laff-a-Lympics,ABC,1,The Grand Canyon,6.3,22.0,1977-11-26,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,Arizona,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,False,False,True,,,,Casey Kasem,Don Messick
100,Laff-a-Lympics,ABC,1,Ireland,6.3,22.0,1977-11-26,12,TV Series (segmented),Leprechaun,Male,Mythical,Magician,Leprechaun,True,1,,,,,,,,,,,,,,,,,,,,,False,False,False,,Rural,Ireland,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
101,Laff-a-Lympics,ABC,1,Hawaii,6.9,18.0,1977-12-03,12,TV Series (segmented),Prehistoric Dinosaur,Male,Animal,Dinosaur,Dinosaur,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Island,Hawaii,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,,,,Casey Kasem,Don Messick
102,Laff-a-Lympics,ABC,1,Norway,6.9,18.0,1977-12-03,12,TV Series (segmented),,,,,,,0,,,,,False,,,,,False,,,,,False,,,,,False,False,False,False,,Snow,Norway,0,,,,,0,,,,False,0,,,,,,,,,,,0.0,False,False,False,False,True,,,,,Don Messick
103,Laff-a-Lympics,ABC,1,North Pole,6.8,18.0,1977-12-10,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Snow,Canada,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
104,Laff-a-Lympics,ABC,1,Tahiti,6.8,18.0,1977-12-10,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Island,French Polynesia,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,,,,Casey Kasem,Don Messick
105,Laff-a-Lympics,ABC,1,Arizona,6.9,18.0,1977-12-17,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Desert,Arizona,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
106,Laff-a-Lympics,ABC,1,Holland,6.9,18.0,1977-12-17,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Netherlands,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,False,False,False,,,,Casey Kasem,Don Messick
107,Laff-a-Lympics,ABC,1,Quebec,7.0,21.0,1977-12-24,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,Canada,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,,,,Casey Kasem,Don Messick
108,Laff-a-Lympics,ABC,1,Baghdad,7.0,21.0,1977-12-24,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Urban,Iraq,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
110,Laff-a-Lympics,ABC,2,Russia,6.7,13.0,1978-09-09,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Snow,Russia,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
111,Laff-a-Lympics,ABC,2,Caribbean,6.7,13.0,1978-09-09,12,TV Series (segmented),Ghost of Blue Beard,Male,Ghost,Pirate,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Island,Caribbean,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,,,,Casey Kasem,Don Messick
113,Laff-a-Lympics,ABC,2,New York,6.9,15.0,1978-09-16,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Urban,New York,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
114,Laff-a-Lympics,ABC,2,Turkey,6.9,15.0,1978-09-16,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Urban,Turkey,0,,,,,0,,,,False,0,,,,,,,,,,,,False,True,False,False,False,,,,,
115,The Scooby-Doo Show,ABC,3,A Scary Night with a Snow Beast Fright,7.1,98.0,1978-09-23,23,TV Series,Snow Beast,Male,Animal,Beast,Snow-Monster,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,Snow,Canada,3,False,True,Jean Pierre Baptiste,Male,1,Natural Resource,you meddling kids,,False,4,0.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
116,Laff-a-Lympics,ABC,2,South America,6.6,15.0,1978-09-23,12,TV Series (segmented),Annabelle,Female,Mythical,Amazonian,Amazonian,True,1,,,,,,,,,,,,,,,,,,,,,False,False,False,,Jungle,Brazil,0,,,,,0,,,,False,0,,,,,,,,,,,,False,True,False,False,False,,,,,
119,Laff-a-Lympics,ABC,2,French Riviera,6.6,16.0,1978-09-30,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,France,0,,,,,0,,,,False,0,,,,,,,,1.0,0.0,0.0,0.0,False,False,False,False,False,,,,Casey Kasem,Don Messick
120,Laff-a-Lympics,ABC,2,New Zealand,6.6,16.0,1978-09-30,12,TV Series (segmented),,,,,,,0,,,,,False,,,,,False,,,,,False,,,,,False,False,False,False,,Rural,New Zealand,0,,,,,0,,,,False,0,,,,,,,,,,,0.0,False,True,False,False,True,,,,,Don Messick
121,The Scooby-Doo Show,ABC,3,The Tar Monster,7.6,92.0,1978-10-07,22,TV Series,Tar Monster,Male,Possessed Object,Tar,Creature,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Cave,Turkey,3,False,True,Mr. Stoner,Male,1,Treasure,,,False,0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,9.0,0.0,2.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
122,Laff-a-Lympics,ABC,2,New Orleans,6.5,15.0,1978-10-07,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Urban,Louisiana,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,False,,,,,
123,Laff-a-Lympics,ABC,2,Atlantis,6.5,15.0,1978-10-07,12,TV Series (segmented),Giant Squid,Male,Animal,GIant,Squid,True,1,,,,,,,,,,,,,,,,,,,,,False,False,False,,Ocean,Atlantis,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,False,,,,,
125,Laff-a-Lympics,ABC,2,Morocco,6.4,14.0,1978-10-14,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Desert,Morocco,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,True,,,,,
